,OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,GarageArea,SalePrice,ExterQual_TA,BsmtQual_Ex,KitchenQual_Ex,KitchenQual_TA,ExterQual_Ex,BsmtQual_TA
753,8,2005,2005,1030.0,1038.0,2098.0,2,8.0,3.0,878.0,275500.0,0,0,1,0,0,0
754,6,1969,2005,1026.0,1026.0,1026.0,1,5.0,2.0,440.0,156000.0,1,0,0,0,0,1
755,6,1999,1999,729.0,742.0,1471.0,2,6.0,2.0,440.0,172500.0,1,0,0,1,0,0
756,8,2007,2007,866.0,866.0,1768.0,2,7.0,2.0,578.0,212000.0,0,0,0,0,0,0
757,6,1978,1978,672.0,672.0,1386.0,2,6.0,2.0,440.0,158900.0,1,0,0,1,0,1
758,7,1999,1999,744.0,757.0,1501.0,2,6.0,2.0,440.0,179400.0,1,0,0,1,0,0
759,8,1995,1995,1318.0,1328.0,2531.0,2,9.0,3.0,752.0,290000.0,0,0,0,0,0,0
760,6,1959,1959,864.0,864.0,864.0,1,5.0,1.0,300.0,127500.0,1,0,0,1,0,1
761,5,1924,1950,1145.0,1301.0,1301.0,1,5.0,2.0,440.0,100000.0,1,0,0,0,0,1
762,7,2009,2009,756.0,764.0,1547.0,2,7.0,2.0,614.0,215200.0,1,0,0,0,0,0
763,8,1999,1999,1252.0,1268.0,2365.0,2,8.0,3.0,856.0,337000.0,0,0,0,0,0,0
764,8,1995,1996,1494.0,1494.0,1494.0,1,6.0,2.0,481.0,270000.0,0,0,1,0,0,0
765,9,2008,2008,1498.0,1506.0,1506.0,2,6.0,2.0,592.0,264132.0,0,0,1,0,0,0
766,7,1988,1988,980.0,980.0,1714.0,2,7.0,2.0,496.0,196500.0,1,0,0,1,0,0
767,6,1940,1985,983.0,983.0,1750.0,2,7.0,1.0,423.0,160000.0,1,0,0,1,0,0
768,7,2004,2005,1860.0,1836.0,1836.0,2,8.0,2.0,484.0,216837.0,0,0,0,0,0,0
769,8,2003,2003,1650.0,1690.0,2747.625,3,10.0,3.0,841.0,340037.5,0,0,1,0,1,0
770,5,1982,1982,858.0,858.0,858.0,1,5.0,2.0,576.0,134900.0,1,0,0,1,0,0
771,4,1951,1951,836.0,1220.0,1220.0,1,6.0,2.0,396.0,102000.0,1,0,0,1,0,0
772,6,1976,1976,1029.0,1117.0,1117.0,1,6.0,2.0,672.0,107000.0,1,0,0,1,0,1
773,5,1958,1958,912.0,912.0,912.0,1,5.0,1.0,275.0,114500.0,1,0,0,1,0,1
774,8,2006,2006,1935.0,1973.0,1973.0,2,9.0,3.0,895.0,340037.5,0,0,0,0,0,0
775,6,1998,1998,1204.0,1204.0,1204.0,2,5.0,2.0,412.0,162000.0,1,1,0,1,0,0
776,7,2005,2006,1614.0,1614.0,1614.0,2,7.0,3.0,865.0,221500.0,0,0,0,0,0,0
777,5,1974,1974,864.0,894.0,894.0,1,5.0,2.0,440.0,142500.0,1,0,0,1,0,1
778,5,1977,1977,42.0,2020.0,2020.0,2,10.0,2.0,630.0,144000.0,1,0,0,1,0,0
779,6,1977,1977,975.0,1004.0,1004.0,1,4.0,2.0,504.0,135000.0,1,0,0,1,0,0
780,7,1995,1996,1237.0,1253.0,1253.0,2,6.0,2.0,402.0,176000.0,1,0,0,1,0,0
781,6,1992,1992,761.0,810.0,1603.0,2,7.0,2.0,484.0,175900.0,0,0,0,0,0,0
782,7,2001,2002,1413.0,1430.0,1430.0,2,6.0,2.0,605.0,187100.0,0,0,0,0,0,0
783,5,1978,1978,1097.0,1110.0,1110.0,1,4.0,2.0,602.0,165500.0,1,0,0,0,0,0
784,6,1914,2001,742.0,742.0,1484.0,2,9.0,0.0,0.0,128000.0,1,0,0,1,0,1
785,6,1967,1967,1372.0,1342.0,1342.0,2,7.0,2.0,457.0,161500.0,1,0,0,1,0,1
786,5,1915,1950,686.0,966.0,1652.0,2,7.0,1.0,416.0,139000.0,1,0,0,1,0,0
787,7,2004,2004,956.0,956.0,2084.0,2,8.0,2.0,618.0,233000.0,0,0,0,0,0,0
788,4,1954,2000,901.0,901.0,901.0,1,4.0,1.0,281.0,107900.0,1,0,0,1,0,1
789,6,1966,2007,832.0,976.0,2087.0,2,9.0,2.0,444.0,187500.0,1,0,0,0,0,1
790,7,2005,2006,1145.0,1145.0,1145.0,2,5.0,2.0,397.0,160200.0,0,0,0,0,0,0
791,6,1976,1976,1029.0,1062.0,1062.0,1,5.0,2.0,539.0,146800.0,1,0,0,1,0,0
792,7,1996,1997,1117.0,1127.0,2013.0,2,8.0,2.0,455.0,269790.0,0,0,0,1,0,0
793,8,2007,2007,1496.0,1496.0,1496.0,2,7.0,2.0,474.0,225000.0,0,0,0,0,0,0
794,7,1994,1996,712.0,1086.0,1895.0,2,7.0,2.0,409.0,194500.0,0,0,0,0,0,0
795,6,1980,1981,650.0,888.0,1564.0,2,7.0,2.0,476.0,171000.0,1,0,0,1,0,0
796,6,1977,1977,660.0,1285.0,1285.0,1,7.0,2.0,528.0,143500.0,1,0,0,1,0,1
797,5,1953,1953,773.0,773.0,773.0,1,4.0,1.0,240.0,110000.0,1,0,0,1,0,1
798,9,2008,2009,1926.0,1966.0,2747.625,3,10.0,3.0,820.0,340037.5,0,1,1,0,1,0
799,5,1937,1950,731.0,981.0,1768.0,1,7.0,1.0,240.0,175000.0,1,0,0,0,0,0
800,6,1997,1997,616.0,616.0,1688.0,2,8.0,2.0,603.0,200000.0,1,0,0,0,0,0
801,4,1916,1990,1196.0,1196.0,1196.0,1,5.0,2.0,440.0,109900.0,1,0,0,1,0,1
802,7,2005,2005,728.0,728.0,1456.0,2,7.0,2.0,410.0,189000.0,0,0,0,0,0,0
803,9,2008,2009,1734.0,1734.0,2747.625,3,10.0,3.0,938.25,340037.5,0,1,1,0,1,0
804,5,1954,1954,936.0,1128.0,1128.0,1,5.0,1.0,286.0,118000.0,1,0,0,1,0,1
805,7,2008,2008,1417.0,1428.0,1428.0,2,6.0,2.0,554.0,227680.0,0,0,1,0,0,0
806,5,1967,1967,980.0,980.0,980.0,2,6.0,1.0,384.0,135500.0,1,0,0,1,0,1
807,5,1923,2004,1324.0,1072.0,1576.0,1,6.0,2.0,528.0,223500.0,1,0,0,0,0,1
808,5,1966,1966,1024.0,1086.0,1086.0,1,6.0,2.0,484.0,159950.0,1,0,0,1,0,1
809,5,1898,1965,849.0,1075.0,2138.0,2,10.0,2.0,360.0,106000.0,1,0,0,1,0,1
810,6,1974,1999,1040.0,1309.0,1309.0,1,5.0,2.0,484.0,181000.0,1,0,0,0,0,1
811,6,2004,2004,848.0,848.0,848.0,1,4.0,2.0,420.0,144500.0,0,0,0,0,0,0
812,5,1952,1952,540.0,1044.0,1044.0,1,4.0,2.0,504.0,55993.0,0,0,0,0,0,1
813,6,1958,1958,1442.0,1442.0,1442.0,1,7.0,1.0,301.0,157900.0,1,0,0,1,0,1
814,5,1918,1950,686.0,686.0,1250.0,1,7.0,1.0,280.0,116000.0,1,0,0,0,0,1
815,7,1998,1998,1649.0,1661.0,1661.0,2,6.0,2.0,598.0,224900.0,1,0,0,0,0,0
816,5,1954,1954,1008.0,1008.0,1008.0,1,4.0,1.0,275.0,137000.0,1,0,0,1,0,1
817,8,2002,2002,1568.0,1689.0,1689.0,2,7.0,3.0,857.0,271000.0,0,0,0,0,0,0
818,6,1971,1971,1010.0,1052.0,1052.0,1,6.0,2.0,440.0,155000.0,1,0,0,1,0,1
819,7,2009,2010,1358.0,1358.0,1358.0,2,6.0,2.0,484.0,224000.0,0,0,0,0,0,0
820,7,2003,2003,798.0,798.0,1640.0,2,6.0,2.0,595.0,183000.0,0,0,0,0,0,0
821,4,1953,1953,936.0,936.0,936.0,1,4.0,2.0,576.0,93000.0,0,0,0,1,0,0
822,7,2003,2003,847.0,847.0,1733.0,2,7.0,2.0,433.0,225000.0,0,0,0,0,0,0
823,6,1940,1950,778.0,944.0,1489.0,2,7.0,1.0,240.0,139500.0,1,0,0,1,0,1
824,8,2006,2006,1489.0,1489.0,1489.0,2,7.0,2.0,776.0,232600.0,0,0,0,0,0,0
825,10,2007,2008,2052.0,2084.0,2084.0,2,7.0,3.0,938.25,340037.5,0,1,1,0,1,0
826,5,1924,1950,784.0,784.0,784.0,1,5.0,0.0,0.0,109500.0,1,0,0,0,0,1
827,7,2001,2001,1454.0,1434.0,1434.0,2,6.0,2.0,527.0,189000.0,0,0,0,0,0,0
828,5,1967,1967,1013.0,1160.0,2126.0,2,7.0,2.0,538.0,185000.0,1,0,0,1,0,1
829,7,2005,2005,600.0,520.0,1223.0,2,4.0,2.0,480.0,147400.0,0,0,0,0,0,0
830,6,1957,1957,1392.0,1392.0,1392.0,1,6.0,2.0,458.0,166000.0,1,0,0,1,0,1
831,7,2005,2005,600.0,520.0,1200.0,2,4.0,2.0,480.0,151000.0,1,0,0,0,0,0
832,7,2003,2003,941.0,941.0,1829.0,2,7.0,2.0,613.0,237000.0,0,0,0,0,0,0
833,6,1964,1964,1516.0,1516.0,1516.0,1,6.0,2.0,472.0,167000.0,1,0,0,1,0,1
834,5,1961,1961,1144.0,1144.0,1144.0,1,6.0,2.0,456.0,139950.0,1,0,0,1,0,1
835,4,1950,1995,1067.0,1067.0,1067.0,2,4.0,2.0,436.0,128000.0,1,0,0,0,0,0
836,5,1948,1973,1559.0,1559.0,1559.0,1,5.0,2.0,812.0,153500.0,1,0,0,1,0,1
837,6,1973,1973,483.0,483.0,987.0,1,5.0,1.0,264.0,100000.0,1,0,0,1,0,1
838,5,1995,2006,1099.0,1099.0,1099.0,1,6.0,1.0,352.0,144000.0,1,0,0,0,0,0
839,5,1946,1995,768.0,768.0,1200.0,1,6.0,1.0,240.0,130500.0,1,0,0,1,0,1
840,6,1925,1950,672.0,810.0,1482.0,2,7.0,1.0,400.0,140000.0,1,0,0,0,0,1
841,5,1904,2002,650.0,958.0,1539.0,2,8.0,2.0,686.0,157500.0,1,0,0,0,0,1
842,6,1966,1966,1127.0,1165.0,1165.0,1,6.0,2.0,490.0,174900.0,1,0,0,1,0,1
843,5,1961,1961,1800.0,1800.0,1800.0,2,10.0,0.0,0.0,141000.0,1,0,0,1,0,1
844,5,1915,1950,876.0,876.0,1416.0,1,7.0,3.0,720.0,153900.0,1,0,0,1,0,1
845,5,1975,1981,1390.0,1701.0,1701.0,2,6.0,2.0,611.0,171000.0,1,0,0,1,0,0
846,7,1993,1993,740.0,1006.0,1775.0,2,7.0,2.0,425.0,213000.0,0,0,0,0,0,0
847,5,1972,1972,864.0,864.0,864.0,1,5.0,1.0,338.0,133500.0,1,0,0,1,0,1
848,6,1908,1997,907.0,1307.0,2358.0,3,10.0,2.0,360.0,240000.0,1,0,0,1,0,1
849,6,1976,1994,528.0,1094.0,1855.0,2,7.0,2.0,512.0,187000.0,0,0,0,1,0,1
850,6,2003,2003,848.0,848.0,848.0,1,3.0,2.0,420.0,131500.0,0,0,0,0,0,0
851,8,2003,2003,1273.0,1456.0,1456.0,2,7.0,2.0,400.0,215000.0,0,0,0,0,0,0
852,7,1941,1950,918.0,918.0,1646.0,2,7.0,1.0,240.0,164000.0,1,0,0,1,0,1
853,6,1964,1964,1127.0,1445.0,1445.0,1,7.0,2.0,645.0,158000.0,1,0,0,1,0,1
854,5,1955,1974,1763.0,1779.0,1779.0,1,6.0,2.0,454.0,170000.0,1,0,0,1,0,1
855,5,1962,2010,1040.0,1040.0,1040.0,1,6.0,1.0,260.0,127000.0,1,0,0,1,0,1
856,6,1978,1978,940.0,1026.0,1026.0,1,5.0,2.0,576.0,147000.0,1,0,0,1,0,0
857,6,1994,1995,702.0,702.0,1481.0,2,6.0,2.0,343.0,174000.0,1,0,0,1,0,0
858,7,1976,1976,1090.0,1370.0,1370.0,2,6.0,2.0,479.0,152000.0,1,0,0,1,0,0
859,6,1968,1984,1054.0,1512.0,2654.0,2,9.0,2.0,619.0,250000.0,1,0,0,0,0,1
860,7,1918,1998,912.0,912.0,1426.0,1,7.0,1.0,216.0,189950.0,0,0,0,0,0,1
861,5,1965,1965,1039.0,1039.0,1039.0,1,6.0,2.0,504.0,131500.0,1,0,0,1,0,1
862,6,1984,1985,1040.0,1097.0,1097.0,2,6.0,2.0,480.0,152000.0,1,0,0,1,0,0
863,5,1959,1959,1148.0,1148.0,1148.0,1,6.0,1.0,672.0,132500.0,1,0,0,1,0,1
864,7,2007,2008,1372.0,1372.0,1372.0,2,6.0,2.0,529.0,250580.0,0,1,0,0,0,0
865,5,1970,1970,1002.0,1002.0,1002.0,1,5.0,2.0,902.0,148500.0,1,0,0,1,0,1
866,8,2006,2007,1638.0,1646.0,1646.0,2,6.0,3.0,870.0,248900.0,0,0,0,0,0,0
867,4,1961,1961,1040.0,1120.0,1120.0,1,5.0,2.0,544.0,129000.0,1,0,0,0,0,1
868,5,1948,1950,42.0,1547.0,2320.0,2,7.0,2.0,672.0,169000.0,1,0,0,1,0,0
869,7,1993,1994,1050.0,1062.0,1949.0,2,8.0,2.0,574.0,236000.0,0,0,0,0,0,0
870,5,1962,1962,894.0,894.0,894.0,1,5.0,1.0,308.0,109500.0,1,0,0,1,0,1
871,6,1998,1998,804.0,804.0,1682.0,2,7.0,2.0,523.0,200500.0,1,0,0,0,0,0
872,5,1953,1996,105.0,910.0,910.0,1,5.0,2.0,414.0,116000.0,0,0,0,0,0,1
873,5,1949,1950,832.0,1036.0,1268.0,1,6.0,1.0,288.0,133000.0,0,0,0,1,0,1
874,5,1941,1950,676.0,676.0,1131.0,1,5.0,1.0,200.0,66500.0,1,0,0,1,0,1
875,8,2007,2007,1184.0,1184.0,2610.0,2,10.0,2.0,550.0,303477.0,0,0,1,0,0,0
876,4,1963,1963,1064.0,1040.0,1040.0,1,5.0,2.0,648.0,132250.0,1,0,0,1,0,1
877,9,2004,2005,1462.0,1462.0,2224.0,2,10.0,3.0,738.0,340037.5,0,1,1,0,0,0
878,5,1961,1995,1109.0,1155.0,1155.0,1,6.0,2.0,576.0,148000.0,1,0,0,0,0,1
879,5,1978,2005,864.0,864.0,864.0,1,6.0,1.0,336.0,136500.0,0,0,0,1,0,1
880,5,2005,2006,1090.0,1090.0,1090.0,1,5.0,2.0,450.0,157000.0,1,1,0,1,0,0
881,7,1990,1991,1156.0,1187.0,1717.0,2,7.0,2.0,400.0,187500.0,0,0,0,0,0,0
882,6,1992,1993,808.0,808.0,1593.0,2,7.0,2.0,389.0,178000.0,1,0,0,1,0,0
883,4,1912,1950,795.0,954.0,2230.0,1,10.0,1.0,440.0,118500.0,0,0,0,1,0,1
884,5,1967,1967,892.0,892.0,892.0,1,5.0,1.0,288.0,100000.0,1,0,0,1,0,1
885,9,1999,2000,1698.0,1709.0,1709.0,2,5.0,2.0,506.0,328900.0,0,1,0,0,0,0
886,5,1959,2005,1626.0,1712.0,1712.0,2,8.0,2.0,588.0,145000.0,1,0,0,1,0,1
887,5,1955,1955,816.0,872.0,1393.0,1,8.0,1.0,300.0,135500.0,1,0,0,1,0,1
888,8,1970,1970,2052.0,2155.125,2217.0,2,8.0,2.0,621.0,268000.0,0,0,0,0,0,1
889,6,1953,1953,1505.0,1505.0,1505.0,1,6.0,2.0,505.0,149500.0,1,0,0,1,0,1
890,5,1949,2006,672.0,672.0,924.0,1,6.0,2.0,576.0,122900.0,1,0,0,1,0,1
891,6,1978,1978,918.0,918.0,1683.0,2,7.0,2.0,440.0,172500.0,1,0,0,1,0,1
892,6,1963,2003,1059.0,1068.0,1068.0,1,6.0,1.0,264.0,154500.0,1,0,0,1,0,1
893,5,1954,1954,1383.0,1383.0,1383.0,1,6.0,1.0,354.0,165000.0,1,0,0,1,0,0
894,5,1979,1979,42.0,1535.0,1535.0,2,8.0,2.0,400.0,118858.0,1,0,0,1,0,0
895,6,1963,1963,780.0,983.0,1796.0,1,8.0,2.0,483.0,140000.0,1,0,0,1,0,1
896,4,1936,1950,951.0,951.0,951.0,1,6.0,1.0,327.0,106500.0,1,0,0,1,0,1
897,5,1979,1979,42.0,1120.0,2240.0,2,10.0,2.0,528.0,142953.0,1,0,0,1,0,0
898,9,2009,2010,2052.0,2155.125,2364.0,2,10.0,3.0,820.0,340037.5,0,1,1,0,1,0
899,5,1961,1994,912.0,1236.0,1236.0,1,6.0,1.0,288.0,135000.0,1,0,0,1,0,1
900,4,1971,1971,858.0,858.0,858.0,1,4.0,1.0,684.0,110000.0,1,0,0,1,0,1
901,5,1957,2000,992.0,1306.0,1306.0,1,5.0,1.0,756.0,153000.0,1,0,0,1,0,1
902,7,2003,2003,783.0,807.0,1509.0,2,8.0,2.0,393.0,180000.0,0,0,0,0,0,0
903,7,2006,2006,1670.0,1670.0,1670.0,2,7.0,3.0,690.0,240000.0,0,0,0,0,0,0
904,5,1967,1967,876.0,902.0,902.0,1,6.0,1.0,288.0,125500.0,1,0,0,1,0,1
905,5,1954,1954,1056.0,1063.0,1063.0,1,6.0,1.0,280.0,128000.0,1,0,0,1,0,1
906,8,2006,2006,1623.0,1636.0,1636.0,2,8.0,3.0,865.0,255000.0,0,0,0,0,0,0
907,7,1936,1987,1017.0,1020.0,2057.0,1,6.0,1.0,180.0,250000.0,0,0,0,0,0,0
908,5,1983,1983,864.0,902.0,902.0,1,5.0,2.0,484.0,131000.0,1,0,0,1,0,0
909,6,2005,2005,742.0,742.0,1484.0,2,8.0,2.0,390.0,174000.0,0,0,0,0,0,0
910,5,1960,1960,1105.0,1105.0,2274.0,2,10.0,2.0,480.0,154300.0,1,0,0,1,0,1
911,5,1977,1989,1268.0,1268.0,1268.0,1,5.0,1.0,252.0,143500.0,1,0,0,0,0,0
912,5,1925,1950,768.0,1015.0,1015.0,1,6.0,1.0,450.0,88000.0,1,0,0,1,0,1
913,5,1949,1950,1001.0,1001.0,2002.0,2,8.0,3.0,871.0,145000.0,1,0,0,1,0,1
914,6,2009,2009,612.0,612.0,1224.0,2,4.0,2.0,528.0,173733.0,0,0,0,0,0,0
915,4,1970,1970,546.0,546.0,1092.0,1,6.0,1.0,286.0,75000.0,1,0,0,1,0,1
916,2,1949,1950,480.0,480.0,480.0,0,4.0,1.0,308.0,35311.0,1,0,0,1,0,1
917,4,1956,1956,1134.0,1229.0,1229.0,1,6.0,1.0,284.0,135000.0,1,0,0,1,0,1
918,7,1991,1991,1104.0,912.0,2127.0,2,8.0,3.0,833.0,238000.0,0,1,0,0,0,0
919,6,1958,2002,1184.0,1414.0,1414.0,1,6.0,2.0,601.0,176500.0,0,0,0,1,1,0
920,6,1994,1994,928.0,936.0,1721.0,2,7.0,2.0,471.0,201000.0,0,0,0,0,0,0
921,5,1900,2003,1272.0,1272.0,2200.0,2,9.0,0.0,0.0,145900.0,1,0,0,1,0,1
922,6,2005,2006,1316.0,1316.0,1316.0,2,6.0,2.0,397.0,169990.0,0,0,0,0,0,0
923,6,1993,1994,1604.0,1617.0,1617.0,2,5.0,2.0,533.0,193000.0,0,0,0,0,0,0
924,6,1980,1980,1686.0,1686.0,1686.0,2,7.0,2.0,612.0,207500.0,1,0,0,1,0,0
925,5,1977,1977,1126.0,1126.0,1126.0,2,6.0,2.0,540.0,175000.0,1,0,1,0,0,0
926,8,2003,2004,1181.0,1234.0,2374.0,2,10.0,3.0,656.0,285000.0,0,0,1,0,0,0
927,7,1968,1968,832.0,1098.0,1978.0,2,9.0,2.0,486.0,176000.0,1,0,0,1,0,1
928,8,2001,2001,1753.0,1788.0,1788.0,2,7.0,2.0,522.0,236500.0,0,0,1,0,0,0
929,7,1997,1997,964.0,993.0,2236.0,2,8.0,2.0,642.0,222000.0,1,0,0,0,0,0
930,8,2007,2007,1466.0,1466.0,1466.0,2,7.0,3.0,610.0,201000.0,0,0,0,0,0,0
931,5,1965,1965,925.0,925.0,925.0,1,5.0,1.0,429.0,117500.0,1,0,0,1,0,1
932,9,2006,2006,1905.0,1905.0,1905.0,2,8.0,3.0,788.0,320000.0,0,1,1,0,1,0
933,7,2004,2004,1500.0,1500.0,1500.0,2,6.0,2.0,570.0,190000.0,0,0,0,0,0,0
934,7,1960,2007,585.0,2069.0,2069.0,2,9.0,2.0,505.0,242000.0,1,0,0,0,0,0
935,4,1926,1953,600.0,747.0,747.0,1,5.0,2.0,528.0,79900.0,1,0,0,1,0,0
936,7,2003,2003,1176.0,1200.0,1200.0,2,5.0,2.0,555.0,184900.0,0,0,0,0,0,0
937,7,2005,2005,1113.0,1113.0,1971.0,2,8.0,2.0,689.0,253000.0,0,0,0,0,0,0
938,7,2006,2006,1391.0,1391.0,1962.0,2,7.0,3.0,868.0,239799.0,0,0,0,0,0,0
939,7,1940,1950,1032.0,1207.0,2403.0,2,10.0,1.0,349.0,244400.0,1,0,0,1,0,1
940,6,1976,1976,1728.0,1728.0,1728.0,2,8.0,2.0,574.0,150900.0,1,0,0,1,0,1
941,7,1999,1999,992.0,1022.0,2060.0,2,8.0,2.0,390.0,214000.0,0,0,0,0,0,0
942,4,1977,1977,1440.0,1440.0,1440.0,2,8.0,0.0,0.0,150000.0,1,0,0,1,0,0
943,5,1967,1967,1632.0,1632.0,1632.0,2,8.0,2.0,576.0,143000.0,1,0,0,1,0,1
944,6,1958,1958,819.0,1344.0,1344.0,1,7.0,2.0,525.0,137500.0,1,0,0,0,0,1
945,5,1890,1996,1088.0,1188.0,1869.0,1,7.0,2.0,456.0,124900.0,1,0,0,1,0,1
946,5,1959,1959,1144.0,1144.0,1144.0,1,6.0,1.0,796.0,143000.0,1,0,0,1,0,1
947,8,2002,2003,1616.0,1629.0,1629.0,2,9.0,3.0,808.0,270000.0,0,0,0,0,0,0
948,7,2002,2002,936.0,936.0,1776.0,2,7.0,2.0,474.0,192500.0,0,0,0,0,0,0
949,6,1972,2006,1161.0,1381.0,1381.0,1,5.0,2.0,676.0,197500.0,1,0,0,0,0,1
950,5,1950,2002,864.0,864.0,864.0,1,5.0,2.0,720.0,129000.0,1,0,0,0,0,1
951,5,1965,1965,828.0,965.0,965.0,1,6.0,1.0,300.0,119900.0,1,0,0,1,0,1
952,5,1972,2003,768.0,768.0,768.0,1,5.0,1.0,396.0,133900.0,1,0,0,1,0,0
953,5,1969,1969,784.0,1168.0,1968.0,2,7.0,2.0,530.0,172000.0,1,0,0,1,0,1
954,6,1975,1975,945.0,980.0,980.0,2,4.0,0.0,0.0,127500.0,1,0,0,1,0,0
955,6,1946,1950,979.0,979.0,1958.0,2,8.0,2.0,492.0,145000.0,1,0,0,1,0,0
956,6,1980,1980,561.0,561.0,1229.0,1,5.0,2.0,462.0,124000.0,1,0,0,1,0,0
957,5,1962,1962,1057.0,1057.0,1057.0,1,6.0,2.0,576.0,132000.0,1,0,0,1,0,1
958,7,2003,2003,1337.0,1337.0,1337.0,2,6.0,2.0,531.0,185000.0,0,0,0,0,0,0
959,7,1999,1999,696.0,696.0,1416.0,2,6.0,2.0,484.0,155000.0,0,0,0,0,0,0
960,5,1958,2008,858.0,858.0,858.0,1,4.0,0.0,0.0,116500.0,1,0,0,1,0,1
961,6,1977,1995,1330.0,1542.0,2747.625,2,10.0,2.0,619.0,272000.0,1,0,0,1,0,0
962,6,1976,1976,804.0,804.0,1548.0,2,7.0,2.0,440.0,155000.0,1,0,0,0,0,0
963,9,2007,2007,1800.0,1800.0,1800.0,2,7.0,2.0,702.0,239000.0,0,1,1,0,0,0
964,7,2002,2003,817.0,824.0,1894.0,2,8.0,2.0,510.0,214900.0,0,0,0,0,0,0
965,6,2005,2007,783.0,783.0,1484.0,2,8.0,2.0,393.0,178900.0,0,0,0,0,0,0
966,5,1940,1950,728.0,976.0,1308.0,1,7.0,1.0,256.0,160000.0,0,0,0,1,0,1
967,5,1955,1955,1098.0,1098.0,1098.0,1,6.0,1.0,260.0,135000.0,1,0,0,1,0,1
968,3,1910,1950,600.0,600.0,968.0,1,6.0,0.0,0.0,37900.0,1,0,0,1,0,1
969,6,1958,1958,588.0,1095.0,1095.0,1,6.0,1.0,264.0,140000.0,1,0,0,1,0,1
970,4,1949,1950,720.0,720.0,1192.0,1,6.0,0.0,0.0,135000.0,1,0,0,1,0,1
971,7,2003,2004,764.0,764.0,1626.0,2,6.0,2.0,474.0,173000.0,0,0,0,0,0,0
972,6,1979,1979,918.0,918.0,918.0,2,5.0,1.0,264.0,99500.0,1,0,0,1,0,0
973,7,2007,2008,1428.0,1428.0,1428.0,2,6.0,2.0,480.0,182000.0,0,0,0,0,0,0
974,7,1910,1993,728.0,1136.0,2019.0,1,8.0,2.0,532.0,167500.0,1,0,0,0,0,0
975,7,2000,2000,673.0,673.0,1382.0,2,6.0,2.0,490.0,165000.0,0,0,0,0,0,0
976,4,1923,1958,440.0,869.0,869.0,1,4.0,0.0,0.0,85500.0,1,0,0,0,0,0
977,7,2006,2007,1241.0,1241.0,1241.0,1,4.0,2.0,569.0,199900.0,0,0,0,0,0,0
978,4,1954,1954,894.0,894.0,894.0,1,5.0,2.0,400.0,110000.0,1,0,0,1,0,1
979,5,1963,1963,1121.0,1121.0,1121.0,1,5.0,2.0,480.0,139000.0,1,0,0,1,0,1
980,7,1961,2007,944.0,999.0,999.0,1,6.0,2.0,588.0,178400.0,0,0,1,0,1,1
981,8,1998,1999,1225.0,1276.0,2612.0,2,8.0,3.0,676.0,336000.0,0,0,0,0,0,0
982,7,2007,2007,1266.0,1266.0,1266.0,2,6.0,2.0,388.0,159895.0,0,0,0,0,0,0
983,8,2002,2002,1128.0,1149.0,2290.0,2,9.0,2.0,779.0,255900.0,0,0,0,0,0,0
984,5,1977,1977,42.0,1302.0,1734.0,2,8.0,2.0,539.0,126000.0,1,0,0,0,0,0
985,5,1950,1950,1164.0,1164.0,1164.0,1,5.0,1.0,240.0,125000.0,1,0,0,1,0,1
986,6,1910,2003,485.0,1001.0,1635.0,1,5.0,1.0,255.0,117000.0,1,0,0,0,0,1
987,9,2009,2010,1930.0,1940.0,1940.0,2,8.0,3.0,606.0,340037.5,0,1,1,0,1,0
988,6,1976,1976,848.0,1118.0,2030.0,2,8.0,2.0,551.0,195000.0,1,0,0,0,0,1
989,7,2006,2006,770.0,778.0,1576.0,2,6.0,2.0,614.0,197000.0,0,0,0,0,0,0
990,8,1997,1998,1396.0,1407.0,2392.0,2,7.0,3.0,870.0,340037.5,0,0,0,0,0,0
991,8,1882,1986,916.0,916.0,1742.0,1,8.0,2.0,424.0,168000.0,0,0,0,0,0,1
992,6,1964,1993,822.0,1020.0,1851.0,2,7.0,2.0,440.0,187000.0,1,0,0,0,0,1
993,6,2005,2006,750.0,750.0,1500.0,2,6.0,2.0,564.0,173900.0,1,0,0,0,0,0
994,10,2006,2007,1700.0,1718.0,1718.0,2,7.0,3.0,786.0,337500.0,0,1,1,0,1,0
995,4,1946,1950,747.0,774.0,1230.0,1,5.0,1.0,305.0,121600.0,1,0,0,1,0,1
996,5,1961,1961,1050.0,1050.0,1050.0,1,6.0,1.0,368.0,136500.0,1,0,0,1,0,1
997,6,1970,1970,1442.0,1442.0,1442.0,2,6.0,2.0,615.0,185000.0,1,0,0,1,0,1
998,3,1922,1950,1007.0,1077.0,1077.0,1,6.0,1.0,210.0,91000.0,1,0,0,1,0,1
999,7,2006,2006,1187.0,1208.0,1208.0,2,6.0,2.0,632.0,206000.0,0,0,0,0,0,0
1000,3,1952,1952,42.0,944.0,944.0,1,4.0,2.0,528.0,82000.0,1,0,0,0,0,0
1001,5,1920,1950,691.0,691.0,691.0,1,4.0,1.0,216.0,86000.0,1,0,1,0,0,0
1002,8,2006,2006,1574.0,1574.0,1574.0,2,7.0,3.0,824.0,232000.0,0,0,0,0,0,0
1003,5,1976,1976,1680.0,1680.0,1680.0,2,8.0,2.0,528.0,136905.0,1,0,0,1,0,1
